,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,fKey,ActivityDay,StepTotal,dayOfWeek
59,59,59,59,59,59,59,368,2016-05-04,10252,We
60,60,60,60,60,60,60,375,2016-05-11,3689,We
61,61,61,61,61,61,61,378,2016-04-13,5974,We
62,62,62,62,62,62,62,382,2016-04-13,8204,We
63,63,63,63,63,63,63,389,2016-04-20,8954,We
64,64,64,64,64,64,64,396,2016-04-27,10780,We
65,65,65,65,65,65,65,403,2016-05-04,10429,We
66,66,66,66,66,66,66,410,2016-05-11,9129,We
67,67,67,67,67,67,67,413,2016-04-13,10993,We
68,68,68,68,68,68,68,420,2016-04-20,10553,We
69,69,69,69,69,69,69,427,2016-04-27,11193,We
70,70,70,70,70,70,70,434,2016-05-04,12375,We
71,71,71,71,71,71,71,441,2016-05-11,10201,We
72,72,72,72,72,72,72,444,2016-04-13,2961,We
73,73,73,73,73,73,73,451,2016-04-20,2072,We
74,74,74,74,74,74,74,458,2016-04-27,7243,We
75,75,75,75,75,75,75,465,2016-05-04,2923,We
76,76,76,76,76,76,76,472,2016-05-11,9105,We
77,77,77,77,77,77,77,475,2016-04-13,4978,We
78,78,78,78,78,78,78,482,2016-04-20,4803,We
79,79,79,79,79,79,79,489,2016-04-27,9557,We
80,80,80,80,80,80,80,496,2016-05-04,5232,We
81,81,81,81,81,81,81,503,2016-05-11,9108,We
82,82,82,82,82,82,82,506,2016-04-13,6877,We
83,83,83,83,83,83,83,513,2016-04-20,8793,We
84,84,84,84,84,84,84,520,2016-04-27,7047,We
85,85,85,85,85,85,85,527,2016-05-04,8161,We
86,86,86,86,86,86,86,534,2016-05-11,9810,We
87,87,87,87,87,87,87,537,2016-04-13,4832,We
88,88,88,88,88,88,88,544,2016-04-20,2713,We
89,89,89,89,89,89,89,551,2016-04-27,10538,We
90,90,90,90,90,90,90,558,2016-05-04,4249,We
91,91,91,91,91,91,91,565,2016-05-11,4926,We
92,92,92,92,92,92,92,568,2016-04-13,5077,We
93,93,93,93,93,93,93,575,2016-04-20,8330,We
94,94,94,94,94,94,94,582,2016-04-27,6805,We
95,95,95,95,95,95,95,589,2016-05-04,5206,We
96,96,96,96,96,96,96,596,2016-05-11,4038,We
97,97,97,97,97,97,97,598,2016-04-13,0,We
98,98,98,98,98,98,98,605,2016-04-20,10449,We
99,99,99,99,99,99,99,612,2016-04-27,9411,We
100,100,100,100,100,100,100,619,2016-05-04,2997,We
101,101,101,101,101,101,101,626,2016-04-13,7142,We
102,102,102,102,102,102,102,633,2016-04-20,6361,We
103,103,103,103,103,103,103,640,2016-04-27,5565,We
104,104,104,104,104,104,104,647,2016-05-04,5832,We
105,105,105,105,105,105,105,655,2016-04-13,4053,We
106,106,106,106,106,106,106,662,2016-04-20,10771,We
107,107,107,107,107,107,107,669,2016-04-27,0,We
108,108,108,108,108,108,108,676,2016-05-04,0,We
109,109,109,109,109,109,109,681,2016-04-13,5652,We
110,110,110,110,110,110,110,688,2016-04-20,13928,We
111,111,111,111,111,111,111,695,2016-04-27,10320,We
112,112,112,112,112,112,112,702,2016-05-04,10147,We
113,113,113,113,113,113,113,709,2016-05-11,6722,We
114,114,114,114,114,114,114,712,2016-04-13,12862,We
115,115,115,115,115,115,115,719,2016-04-20,15566,We
116,116,116,116,116,116,116,726,2016-04-27,13541,We
117,117,117,117,117,117,117,733,2016-05-04,0,We
118,118,118,118,118,118,118,738,2016-04-13,5813,We
119,119,119,119,119,119,119,745,2016-04-20,14365,We
120,120,120,120,120,120,120,752,2016-04-27,11107,We
121,121,121,121,121,121,121,759,2016-05-04,10988,We
122,122,122,122,122,122,122,766,2016-05-11,9572,We
123,123,123,123,123,123,123,769,2016-04-13,16433,We
124,124,124,124,124,124,124,776,2016-04-20,15108,We
125,125,125,125,125,125,125,783,2016-04-27,12422,We
126,126,126,126,126,126,126,790,2016-05-04,14581,We
127,127,127,127,127,127,127,797,2016-05-11,12209,We
128,128,128,128,128,128,128,800,2016-04-13,8053,We
129,129,129,129,129,129,129,807,2016-04-20,6466,We
130,130,130,130,130,130,130,814,2016-04-27,10232,We
131,131,131,131,131,131,131,819,2016-04-13,12386,We
132,132,132,132,132,132,132,826,2016-04-20,9388,We
133,133,133,133,133,133,133,833,2016-04-27,7359,We
134,134,134,134,134,134,134,840,2016-05-04,7875,We
135,135,135,135,135,135,135,847,2016-05-11,9143,We
136,136,136,136,136,136,136,850,2016-04-13,5571,We
137,137,137,137,137,137,137,857,2016-04-20,5273,We
138,138,138,138,138,138,138,864,2016-04-27,12474,We
139,139,139,139,139,139,139,871,2016-05-04,3588,We
140,140,140,140,140,140,140,878,2016-05-11,8701,We
141,141,141,141,141,141,141,881,2016-04-13,1320,We
142,142,142,142,142,142,142,888,2016-04-20,3147,We
143,143,143,143,143,143,143,895,2016-04-27,1758,We
144,144,144,144,144,144,144,902,2016-05-04,2283,We
145,145,145,145,145,145,145,910,2016-04-13,15337,We
146,146,146,146,146,146,146,917,2016-04-20,19948,We
147,147,147,147,147,147,147,924,2016-04-27,23629,We
148,148,148,148,148,148,148,931,2016-05-04,18193,We
149,149,149,149,149,149,149,938,2016-05-11,21420,We
